county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Tallmadge Charter Township, Precinct 3C",Straight Party,,Democratic,DEM,80,144,224
Ottawa,"Tallmadge Charter Township, Precinct 3C",Straight Party,,Republican,REP,243,165,408
Ottawa,"Tallmadge Charter Township, Precinct 3C",Straight Party,,Libertarian,LIB,4,0,4
Ottawa,"Tallmadge Charter Township, Precinct 3C",Straight Party,,U.S. Taxpayers,UST,0,1,1
Ottawa,"Tallmadge Charter Township, Precinct 3C",Straight Party,,Working Class,WC,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 3C",Straight Party,,Green,GRE,1,0,1
Ottawa,"Tallmadge Charter Township, Precinct 3C",Straight Party,,Natural Law,NAL,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 3C",Straight Party,,Cast,,328,310,638
Ottawa,"Tallmadge Charter Township, Precinct 3C",Straight Party,,,,215,171,386
Ottawa,"Tallmadge Charter Township, Precinct 3C",Straight Party,,,,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 3C",Straight Party,,Rejected write-in,,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 3C",Straight Party,,Unresolved write-in,,0,0,0
