county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Blendon Township, Precinct 2B",Straight Party,,Democratic,DEM,1,1,2
Ottawa,"Blendon Township, Precinct 2B",Straight Party,,Republican,REP,45,18,63
Ottawa,"Blendon Township, Precinct 2B",Straight Party,,Libertarian,LIB,0,0,0
Ottawa,"Blendon Township, Precinct 2B",Straight Party,,U.S. Taxpayers,UST,0,0,0
Ottawa,"Blendon Township, Precinct 2B",Straight Party,,Working Class,WC,0,0,0
Ottawa,"Blendon Township, Precinct 2B",Straight Party,,Green,GRE,0,0,0
Ottawa,"Blendon Township, Precinct 2B",Straight Party,,Natural Law,NAL,0,0,0
Ottawa,"Blendon Township, Precinct 2B",Straight Party,,Cast,,46,19,65
Ottawa,"Blendon Township, Precinct 2B",Straight Party,,,,26,12,38
Ottawa,"Blendon Township, Precinct 2B",Straight Party,,,,0,0,0
Ottawa,"Blendon Township, Precinct 2B",Straight Party,,Rejected write-in,,0,0,0
Ottawa,"Blendon Township, Precinct 2B",Straight Party,,Unresolved write-in,,0,0,0
