county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Park Township, Precinct 5",Straight Party,,Democratic,DEM,167,269,436
Ottawa,"Park Township, Precinct 5",Straight Party,,Republican,REP,405,194,599
Ottawa,"Park Township, Precinct 5",Straight Party,,Libertarian,LIB,3,2,5
Ottawa,"Park Township, Precinct 5",Straight Party,,U.S. Taxpayers,UST,2,0,2
Ottawa,"Park Township, Precinct 5",Straight Party,,Working Class,WC,0,0,0
Ottawa,"Park Township, Precinct 5",Straight Party,,Green,GRE,1,1,2
Ottawa,"Park Township, Precinct 5",Straight Party,,Natural Law,NAL,0,0,0
Ottawa,"Park Township, Precinct 5",Straight Party,,Cast Votes,,578,466,1044
Ottawa,"Park Township, Precinct 5",Straight Party,,Undervotes,,400,299,699
Ottawa,"Park Township, Precinct 5",Straight Party,,Overvotes,,0,0,0
Ottawa,"Park Township, Precinct 5",Straight Party,,Rejected,,0,0,0
Ottawa,"Park Township, Precinct 5",Straight Party,,Unresolved,,0,0,0
