county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Tallmadge Charter Township, Precinct 1C",Straight Party,,Democratic,DEM,6,21,27
Ottawa,"Tallmadge Charter Township, Precinct 1C",Straight Party,,Republican,REP,32,16,48
Ottawa,"Tallmadge Charter Township, Precinct 1C",Straight Party,,Libertarian,LIB,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 1C",Straight Party,,U.S. Taxpayers,UST,1,0,1
Ottawa,"Tallmadge Charter Township, Precinct 1C",Straight Party,,Working Class,WC,1,0,1
Ottawa,"Tallmadge Charter Township, Precinct 1C",Straight Party,,Green,GRE,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 1C",Straight Party,,Natural Law,NAL,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 1C",Straight Party,,Cast Votes:,,40,37,77
Ottawa,"Tallmadge Charter Township, Precinct 1C",Straight Party,,Undervotes:,,27,13,40
Ottawa,"Tallmadge Charter Township, Precinct 1C",Straight Party,,Overvotes:,,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 1C",Straight Party,,Rejected write-in votes:,,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 1C",Straight Party,,Unresolved write-in votes:,,0,0,0
