county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Holland Charter Township, Precinct 4",Straight Party,,Democratic,DEM,191,213,404
Ottawa,"Holland Charter Township, Precinct 4",Straight Party,,Republican,REP,238,166,404
Ottawa,"Holland Charter Township, Precinct 4",Straight Party,,Libertarian,LIB,5,0,5
Ottawa,"Holland Charter Township, Precinct 4",Straight Party,,U.S. Taxpayers,UST,1,2,3
Ottawa,"Holland Charter Township, Precinct 4",Straight Party,,Working Class,WC,2,1,3
Ottawa,"Holland Charter Township, Precinct 4",Straight Party,,Green,GRE,5,0,5
Ottawa,"Holland Charter Township, Precinct 4",Straight Party,,Natural Law,NAL,0,0,0
Ottawa,"Holland Charter Township, Precinct 4",Straight Party,,Cast Votes,,442,382,824
Ottawa,"Holland Charter Township, Precinct 4",Straight Party,,Undervotes,,264,148,412
Ottawa,"Holland Charter Township, Precinct 4",Straight Party,,Overvotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 4",Straight Party,,Rejected,,0,0,0
Ottawa,"Holland Charter Township, Precinct 4",Straight Party,,Unresolved,,0,0,0
